Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price,artist,album,reclabel,recyear,sleeve_cond_abbr,media_cond_abbr,seller_rating,rating,votes,haves,wants,price
Red Garland – Red In Bluesville,"Prestige – PRLP 7157, Prestige – 7157",US,"Vinyl, LP, Album, Mono","Jazz, Blues",1959,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,,"Abbey Record Manufacturing Co., Inc.",$600.00 ,Red Garland , Red In Bluesville,Prestige ,59,NM or M-,NM or M-,1.0,4.67,12.0,153,137,600.0
Various – Summer Jazz In Tokyo,"Canyon – CAJ-1002, 1003",Japan,"2 × Vinyl, LP, Album, Gatefold",Jazz,Nov-70,"Free Jazz, Hard Bop, Post Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,,,$850.99 ,Various , Summer Jazz In Tokyo,Canyon ,70,VG+,NM or M-,1.0,5.0,3.0,7,91,850.99
Freddie Hubbard – Hub-Tones,Blue Note – BST 84115,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,Very Good (VG),Sleeve: Good (G),99.80%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$2,225.00 ",Freddie Hubbard , Hub-Tones,Blue Note ,62,G,VG,0.998,4.92,12.0,74,309,2225.0
Joe Henderson – Page One,Blue Note – BLP 4140,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,000.00 ",Joe Henderson , Page One,Blue Note ,63,VG,VG+,1.0,4.61,33.0,141,735,1000.0
John Coltrane – Giant Steps,Atlantic – 1311,US,"Vinyl, LP, Album, Mono, Non-Deep Groove",Jazz,Jan-60,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),,,,$950.00 ,John Coltrane , Giant Steps,Atlantic ,60,VG+,VG+,,4.67,3.0,38,468,950.0
John Coltrane – A Love Supreme,Impulse! – AS-77,US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1965,"Free Jazz, Hard Bop, Modal",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,,,$700.00 ,John Coltrane , A Love Supreme,Impulse! ,65,NM or M-,NM or M-,1.0,4.67,12.0,52,375,700.0
Benny Golson – Gone With Golson,"Prestige – NJLP 8235, New Jazz – NJLP 8235",US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.60%,"Van Gelder Studio, Hackensack, New Jersey",,$599.99 ,Benny Golson , Gone With Golson,Prestige ,60,NM or M-,VG+,0.996,4.7,10.0,66,165,599.99
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,"$1,200.00 ",Dizzy Reece , Star Bright,Blue Note ,59,VG+,VG+,1.0,4.71,14.0,92,255,1200.0
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,,Plastylite,$677.77 ,Cannonball Adderley , Somethin' Else,Blue Note ,58,VG+,VG,1.0,4.7,194.0,1085,1716,677.77
The Dave Bailey Sextet – Bash!,Jazz Line (2) – JAZ-33-01,US,"Vinyl, LP, Album",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.50%,Peter Ind Studio,,$895.00 ,The Dave Bailey Sextet , Bash!,Jazz Line (2) ,61,VG+,VG+,0.995,4.67,3.0,40,133,895.0
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRESTIGE 3,US,"Vinyl, LP, 16 ⅔ RPM, Compilation",Jazz,1957,"Cool Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.","$1,200.00 ",Miles Davis , Miles Davis And The Modern Jazz Giants,Prestige ,57,VG+,NM or M-,1.0,4.5,6.0,24,124,1200.0
Miles Davis Sextet* – Someday My Prince Will Come,Columbia – CS 8456,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,Mint (M),Sleeve: Mint (M),100.00%,,,$600.00 ,Miles Davis Sextet* , Someday My Prince Will Come,Columbia ,61,M,M,1.0,4.42,57.0,653,268,600.0
Hank Mobley – Mobley's Message,Prestige – PRLP 7061,US,"Vinyl, LP, Album",Jazz,1956,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.","$1,500.00 ",Hank Mobley , Mobley's Message,Prestige ,56,VG,VG+,1.0,4.5,14.0,70,373,1500.0
Kenny Dorham – Whistle Stop,Blue Note – BLP 4063,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.50%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,250.00 ",Kenny Dorham , Whistle Stop,Blue Note ,61,NM or M-,NM or M-,0.995,4.56,16.0,126,340,1250.0
Curtis Fuller – The Opener,Blue Note – BLP 1567,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",,"$1,400.00 ",Curtis Fuller , The Opener,Blue Note ,57,VG,VG+,1.0,4.5,16.0,68,385,1400.0
Freddie Hubbard – Goin' Up,Blue Note – BLP 4056,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$999.99 ,Freddie Hubbard , Goin' Up,Blue Note ,61,NM or M-,NM or M-,1.0,4.56,18.0,104,353,999.99
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good (VG),100.00%,,Plastylite,$645.62 ,Cannonball Adderley , Somethin' Else,Blue Note ,58,VG,VG,1.0,4.7,194.0,1085,1716,645.62
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,"Blue Note – 4003, Blue Note – BLP 4003",US,"Vinyl, LP, Album, Mono",Jazz,Nov-58,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$799.99 ,Art Blakey And The Jazz Messengers* , Art Blakey And The Jazz Messengers,Blue Note ,58,NM or M-,NM or M-,1.0,4.6,156.0,877,1920,799.99
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,,Plastylite,$800.00 ,Cannonball Adderley , Somethin' Else,Blue Note ,58,VG+,VG+,1.0,4.7,194.0,1085,1716,800.0
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,Blue Note – BLP 4003,US,"Vinyl, LP, Album, Repress, Mono, NY USA Pressing",Jazz,1962,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$985.00 ,Art Blakey And The Jazz Messengers* , Art Blakey And The Jazz Messengers,Blue Note ,62,NM or M-,NM or M-,1.0,4.89,18.0,133,324,985.0
Sonny Rollins – Way Out West,Contemporary Records – M3530,US,"Vinyl, LP, Mono, Reissue",Jazz,1959,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,Contemporary's Studio,,"$1,000.00 ",Sonny Rollins , Way Out West,Contemporary Records ,59,NM or M-,NM or M-,1.0,4.82,11.0,76,172,1000.0
Jackie McLean – Right Now!,Blue Note – BLP 4215,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,Mint (M),Sleeve: Near Mint (NM or M-),99.70%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,"$1,100.00 ",Jackie McLean , Right Now!,Blue Note ,66,NM or M-,M,0.997,4.45,22.0,122,246,1100.0
Mal Waldron Quintet Featuring Gigi Gryce And Idrees Sulieman – Mal-1,Prestige – PRLP 7090,US,"Vinyl, LP, Album, Mono",Jazz,May-57,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",,"$1,200.00 ",Mal Waldron Quintet Featuring Gigi Gryce And Idrees Sulieman , Mal-1,Prestige ,57,VG,VG+,1.0,4.67,12.0,53,204,1200.0
"Coleman Hawkins With Eddie ""Lockjaw"" Davis – Night Hawk",Prestige Swingville – SVLP 2016,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.40%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$666.00 ,"Coleman Hawkins With Eddie ""Lockjaw"" Davis ", Night Hawk,Prestige Swingville ,61,NM or M-,VG+,0.9940000000000001,4.31,13.0,72,93,666.0
Mal Waldron Quintet Featuring Gigi Gryce And Idrees Sulieman – Mal-1,Prestige – PRLP 7090,US,"Vinyl, LP, Album, Mono",Jazz,May-57,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",,$795.00 ,Mal Waldron Quintet Featuring Gigi Gryce And Idrees Sulieman , Mal-1,Prestige ,57,VG+,VG,1.0,4.67,12.0,53,204,795.0
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRESTIGE 3,US,"Vinyl, LP, 16 ⅔ RPM, Compilation",Jazz,1957,"Cool Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.","$1,623.89 ",Miles Davis , Miles Davis And The Modern Jazz Giants,Prestige ,57,VG+,NM or M-,1.0,4.5,6.0,24,124,1623.89
Tina Brooks – True Blue,Blue Note – BLP 4041,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$5,000.00 ",Tina Brooks , True Blue,Blue Note ,60,NM or M-,VG+,1.0,4.58,33.0,91,683,5000.0
Joe Henderson – Page One,Blue Note – BLP 4140,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,500.00 ",Joe Henderson , Page One,Blue Note ,63,NM or M-,NM or M-,1.0,4.61,33.0,141,735,1500.0
Donald Byrd – Byrd In Flight,Blue Note – BLP 4048,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Hard Bop, Latin Jazz",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.60%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,050.00 ",Donald Byrd , Byrd In Flight,Blue Note ,60,NM or M-,VG+,0.996,4.5,28.0,143,552,1050.0
The Dave Bailey Sextet – Bash!,Jazz Line (2) – JAZ-33-01,US,"Vinyl, LP, Album",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.60%,Peter Ind Studio,,$849.99 ,The Dave Bailey Sextet , Bash!,Jazz Line (2) ,61,VG+,VG+,0.996,4.67,3.0,40,133,849.99
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,Blue Note – BST 4003,US,"Vinyl, LP, Album, Stereo",Jazz,May-59,"Hard Bop, Soul-Jazz",Mint (M),Sleeve: Mint (M),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$700.00 ,Art Blakey And The Jazz Messengers* , Art Blakey And The Jazz Messengers,Blue Note ,59,M,M,1.0,4.68,50.0,262,864,700.0
Donald Byrd – At The Half Note Cafe (Volume 1),"Blue Note – 4060, Blue Note – BLP 4060",US,"Vinyl, LP, Album, Repress, Mono",Jazz,Jul-61,Hard Bop,Mint (M),Sleeve: Mint (M),100.00%,Half Note,Plastylite,$600.00 ,Donald Byrd , At The Half Note Cafe (Volume 1),Blue Note ,61,M,M,1.0,4.53,19.0,132,161,600.0
Hank Mobley – Hank Mobley And His All Stars,Blue Note – BLP 1544,US,"Vinyl, LP, Album, Mono",Jazz,Mar-57,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$1,500.00 ",Hank Mobley , Hank Mobley And His All Stars,Blue Note ,57,VG+,VG+,1.0,4.26,19.0,92,337,1500.0
The Miles Davis Quintet – Relaxin' With The Miles Davis Quintet,Prestige – PRLP 7129,US,"Vinyl, LP, Album, Mono, 1st Pressing",Jazz,1958,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.70%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$900.00 ,The Miles Davis Quintet , Relaxin' With The Miles Davis Quintet,Prestige ,58,VG+,NM or M-,0.997,4.46,39.0,368,744,900.0
Sonny Rollins Quintet – Plays,Period Records – SPL 1204,US,"Vinyl, LP, Album, Mono",Jazz,1956,"Hard Bop, Bop",Very Good (VG),Sleeve: Good Plus (G+),99.30%,,,$800.00 ,Sonny Rollins Quintet , Plays,Period Records ,56,G+,VG,0.993,4.0,3.0,22,126,800.0
Dizzy Reece – Asia Minor,"New Jazz – NJ 8274, New Jazz – NJLP 8274",US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,Mint (M),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$700.00 ,Dizzy Reece , Asia Minor,New Jazz ,62,VG+,M,1.0,4.17,6.0,44,213,700.0
Sonny Rollins Quartet – Tenor Madness,Prestige – PRLP 7047,US,"Vinyl, LP, Album, Mono",Jazz,Nov-56,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",,$700.00 ,Sonny Rollins Quartet , Tenor Madness,Prestige ,56,VG+,VG+,1.0,4.42,26.0,181,335,700.0
Donald Byrd – Byrd In Paris,Signature (4) – SM 1039,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),95.20%,,,$650.00 ,Donald Byrd , Byrd In Paris,Signature (4) ,60,VG+,NM or M-,0.9520000000000001,5.0,1.0,7,92,650.0
Art Farmer – Farmer's Market,"Prestige – 8203, Prestige – PRLP 8203",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",,$600.00 ,Art Farmer , Farmer's Market,Prestige ,58,VG,VG,1.0,5.0,1.0,27,119,600.0
Blue Mitchell – Blue's Moods,Riverside Records – RLP 336,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.40%,Plaza Sound Studios,,"$1,000.09 ",Blue Mitchell , Blue's Moods,Riverside Records ,60,VG+,VG+,0.9940000000000001,4.36,11.0,80,270,1000.09
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,,Plastylite,"$2,000.00 ",Cannonball Adderley , Somethin' Else,Blue Note ,58,NM or M-,NM or M-,1.0,4.7,194.0,1085,1716,2000.0
"Sonny Rollins – A Night At The ""Village Vanguard""",Blue Note – BST 81581,US,"Vinyl, LP, Album, Stereo",Jazz,1967,"Hard Bop, Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,Village Vanguard,Research Craft,$999.99 ,Sonny Rollins ," A Night At The ""Village Vanguard""",Blue Note ,67,VG+,VG+,1.0,4.75,4.0,9,34,999.99
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Blue Note – BLP 4017,US,"Vinyl, LP, Album, Mono, Microgroove",Jazz,Oct-59,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,430.00 ",The Horace Silver Quintet & Trio* , Blowin' The Blues Away,Blue Note ,59,VG+,VG+,1.0,4.62,78.0,682,361,1430.0
Eric Dolphy – Out To Lunch!,Blue Note – BLP 4163,US,"Vinyl, Album, Mono, LP",Jazz,Aug-64,"Hard Bop, Free Jazz, Modal, Post Bop",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,500.00 ",Eric Dolphy , Out To Lunch!,Blue Note ,64,VG+,NM or M-,1.0,4.82,71.0,332,997,1500.0
Art Blakey & The Jazz Messengers – Like Someone In Love,Blue Note – BST 84245,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1967,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,"$1,485.00 ",Art Blakey & The Jazz Messengers , Like Someone In Love,Blue Note ,67,NM or M-,NM or M-,1.0,5.0,4.0,24,39,1485.0
Sonny Rollins Quintet Featuring Kenny Dorham – Sonny Rollins Quintet,Prestige – prLP 186,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1954,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",,$669.99 ,Sonny Rollins Quintet Featuring Kenny Dorham , Sonny Rollins Quintet,Prestige ,54,VG,VG+,1.0,5.0,1.0,18,91,669.99
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,"$1,000.00 ",Dizzy Reece , Star Bright,Blue Note ,59,VG+,VG,1.0,4.71,14.0,92,255,1000.0
"Max Roach – Deeds, Not Words",Riverside Records – RLP 12-280,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),,,,$950.00 ,Max Roach ," Deeds, Not Words",Riverside Records ,58,VG+,VG+,,4.69,16.0,135,253,950.0
Cliff Jordan* & John Gilmore – Blowing In From Chicago,Blue Note – BLP 1549,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1958,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.80%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$2,799.95 ",Cliff Jordan* & John Gilmore , Blowing In From Chicago,Blue Note ,58,VG+,NM or M-,0.988,5.0,1.0,5,43,2799.95
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),99.40%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$850.00 ,Dizzy Reece , Star Bright,Blue Note ,59,VG+,VG,0.9940000000000001,4.71,14.0,92,255,850.0
The Horace Silver Quintet – 6 Pieces Of Silver,Blue Note – BLP 1539,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1957,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$600.00 ,The Horace Silver Quintet , 6 Pieces Of Silver,Blue Note ,57,VG+,NM or M-,1.0,4.6,25.0,227,158,600.0
Les McCann & The Jazz Crusaders* – Jazz Waltz,Pacific Jazz – PJ-81,US,"Vinyl, LP, Album, Mono","Jazz, Funk / Soul",1963,"Soul-Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Very Good (VG),99.30%,,,"$1,520.00 ",Les McCann & The Jazz Crusaders* , Jazz Waltz,Pacific Jazz ,63,VG,NM or M-,0.993,4.0,2.0,52,67,1520.0
Dizzy Reece – Blues In Trinity,Blue Note – BLP 4006,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.70%,Decca Studios,,$999.99 ,Dizzy Reece , Blues In Trinity,Blue Note ,58,VG+,VG+,0.997,4.33,15.0,55,281,999.99
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,,Plastylite,$750.00 ,Cannonball Adderley , Somethin' Else,Blue Note ,58,VG+,VG+,1.0,4.7,194.0,1085,1716,750.0
Sonny Rollins – Moving Out,Prestige – LP 7058,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1958,"Bop, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,,"Abbey Record Manufacturing Co., Inc.","$1,500.00 ",Sonny Rollins , Moving Out,Prestige ,58,NM or M-,NM or M-,1.0,4.25,4.0,32,69,1500.0
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, No ®",Jazz,1958,Hard Bop,Very Good (VG),Sleeve: Good Plus (G+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$750.00 ,John Coltrane , Blue Train,Blue Note ,58,G+,VG,1.0,4.93,15.0,71,615,750.0
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.40%,,Plastylite,$850.00 ,Cannonball Adderley , Somethin' Else,Blue Note ,58,NM or M-,VG+,0.9940000000000001,4.7,194.0,1085,1716,850.0
Herbie Hancock – Inventions And Dimensions,Blue Note – BLP 4147,US,"Vinyl, LP, Album, Mono",Jazz,1964,"Free Improvisation, Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$850.00 ,Herbie Hancock , Inventions And Dimensions,Blue Note ,64,VG+,VG+,1.0,4.52,42.0,169,829,850.0
The Dave Bailey Sextet – Bash!,Jazz Line (2) – JAZ-33-01,US,"Vinyl, LP, Album",Jazz,1961,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good (VG),100.00%,Peter Ind Studio,,"$1,599.99 ",The Dave Bailey Sextet , Bash!,Jazz Line (2) ,61,VG,NM or M-,1.0,4.67,3.0,40,133,1599.99
Kenny Dorham – The Arrival Of Kenny Dorham,Jaro International – JAS 8007,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,,,"$1,299.99 ",Kenny Dorham , The Arrival Of Kenny Dorham,Jaro International ,60,NM or M-,NM or M-,1.0,5.0,1.0,5,55,1299.99
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, No ®",Jazz,1958,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.70%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$900.00 ,John Coltrane , Blue Train,Blue Note ,58,VG+,VG+,0.997,4.93,15.0,71,615,900.0
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.50%,,Plastylite,$995.00 ,Cannonball Adderley , Somethin' Else,Blue Note ,58,NM or M-,VG+,0.995,4.7,194.0,1085,1716,995.0
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.50%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,"$1,200.00 ",Dizzy Reece , Star Bright,Blue Note ,59,VG+,VG+,0.995,4.71,14.0,92,255,1200.0
Curtis Fuller – Bone & Bari,Blue Note – BLP 1572,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Hard Bop, Cool Jazz",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$1,200.00 ",Curtis Fuller , Bone & Bari,Blue Note ,57,VG,VG+,1.0,4.61,18.0,55,276,1200.0
Sonny Red – Out Of The Blue,Blue Note – BLP 4032,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,000.00 ",Sonny Red , Out Of The Blue,Blue Note ,60,VG+,VG+,1.0,4.31,13.0,72,276,1000.0
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 1521,US,"Vinyl, LP, Compilation, Mono",Jazz,Jul-56,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,Birdland,Plastylite,$775.00 ,Art Blakey Quintet ," A Night At Birdland, Volume 1",Blue Note ,56,VG+,VG+,1.0,4.6,20.0,149,365,775.0
Thad Jones / Kenny Burrell / Frank Wess / Mal Waldron / Paul Chambers (3) / Arthur Taylor* – After Hours,Prestige – 7118,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.40%,"Van Gelder Studio, Hackensack, New Jersey",,$666.00 ,Thad Jones / Kenny Burrell / Frank Wess / Mal Waldron / Paul Chambers (3) / Arthur Taylor* , After Hours,Prestige ,57,NM or M-,VG+,0.9940000000000001,4.55,11.0,64,317,666.0
Freddie Redd Quintet – Shades Of Redd,Blue Note – BLP 4045,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),94.30%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,"$1,500.00 ",Freddie Redd Quintet , Shades Of Redd,Blue Note ,61,VG+,NM or M-,0.943,4.33,15.0,77,276,1500.0
The Red Garland Quintet Featuring John Coltrane And Donald Byrd – Soul Junction,Prestige – PRLP 7181,US,"Vinyl, LP, Album, Mono, Deep groove",Jazz,Oct-60,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,,,$750.00 ,The Red Garland Quintet Featuring John Coltrane And Donald Byrd , Soul Junction,Prestige ,60,NM or M-,NM or M-,1.0,4.28,32.0,218,364,750.0
Larry Young – Unity,Blue Note – BLP 4221,US,"Vinyl, LP, Album, Mono",Jazz,1966,"Avant-garde Jazz, Hard Bop, Post Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$701.00 ,Larry Young , Unity,Blue Note ,66,NM or M-,NM or M-,1.0,4.67,30.0,142,603,701.0
